newcomb_species_name,species_inat,subspecies_inat,suggested_species_id,species_page,key_page_range_start,key_page_range_end,key_group_number,key_flower_type,key_plant_type,key_leaf_type,key_subgroup_1,key_subgroup_2,key_subgroup_3,key_description,species_inat_link,subspecies_inat_link,warning_species_extraction,warning_key_extraction
Streptopus roseus,Streptopus lanceolatus,,Streptopus lanceolatus,342.0,340,344.0,632,6 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,,,,"Nodding, bell-shaped flowers",https://www.inaturalist.org/taxa/127916,,0.0,0.0
Swertia carolinensis,Frasera caroliniensis,,Frasera caroliniensis,152.0,152,154.0,442,4 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,,,,Leaves in whorls,https://www.inaturalist.org/taxa/118741,,0.0,0.0
Talinum teretifolium,Phemeranthus teretifolius,,Phemeranthus teretifolius,174.0,174,176.0,522,5 Regular Parts,Wildflowers - Basal Leaves Only,Leaves Entire,,,,Flower stalk bearing more than 1 flower,https://www.inaturalist.org/taxa/338809,,0.0,0.0
Thalictrum polygamum,Thalictrum pubescens,,Thalictrum pubescens,146.0,146,148.0,434,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided,Flowers not yellow,,,Stamens numerous and conspicuous,https://www.inaturalist.org/taxa/128715,,0.0,0.0
Thalictrum revolutum,Thalictrum revolutum,,Thalictrum amphibolum,146.0,146,148.0,434,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided,Flowers not yellow,,,Stamens numerous and conspicuous,https://www.inaturalist.org/taxa/143040,,0.0,0.0
Thaspium barbinode,Thaspium barbinode,,,226.0,226,228.0,534,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided,"Flowers very small (under 1/4"" wide or long)",Flowers in umbels or flat clusters,,Yellow or purple flowers,https://www.inaturalist.org/taxa/169669,,0.0,0.0
Thaspium barbinode,Thaspium chapmanii,,,226.0,226,228.0,534,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Divided,"Flowers very small (under 1/4"" wide or long)",Flowers in umbels or flat clusters,,Yellow or purple flowers,https://www.inaturalist.org/taxa/555536,,0.0,0.0
Thymus serpyllum,Thymus praecox,,,80.0,78,82.0,142,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,,,,"Flowers stalkless, growing in whorls, heads or dense clusters",https://www.inaturalist.org/taxa/169752,,0.0,0.0
Thymus serpyllum,Thymus pulegioides,,,80.0,78,82.0,142,Irregular Flowers,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,,,,"Flowers stalkless, growing in whorls, heads or dense clusters",https://www.inaturalist.org/taxa/169753,,0.0,0.0
Tofieldia glutinosa,Triantha glutinosa,,Triantha glutinosa,344.0,344,346.0,632,6 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,"Flowers in racemes, spikes or widely branched clusters",,,Larger leaves long and narrow,https://www.inaturalist.org/taxa/169913,,0.0,0.0
Tovara virginiana,Persicaria virginiana,,Persicaria virginiana,130.0,130,132.0,432,4 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,"White, pink, magenta or purple flowers",,,Leaves not evergreen,https://www.inaturalist.org/taxa/144047,,0.0,0.0
Trientalis borealis,Lysimachia borealis,,Lysimachia borealis,386.0,386,388.0,742,7 or More Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Entire,,,,Leaves entire,https://www.inaturalist.org/taxa/204174,,0.0,0.0
Trifolium agrarium,Trifolium aureum,,Trifolium aureum,58.0,58,60.0,134,Irregular Flowers,Wildflowers - Alternate Leaves,Leaves Divided,"Leaflets 3, entire or finely toothed",,,Yellow flowers,https://www.inaturalist.org/taxa/79409,,0.0,0.0
Trifolium procumbens,Trifolium campestre,,Trifolium campestre,58.0,58,60.0,134,Irregular Flowers,Wildflowers - Alternate Leaves,Leaves Divided,"Leaflets 3, entire or finely toothed",,,Yellow flowers,https://www.inaturalist.org/taxa/57076,,0.0,0.0
Triphora trianthophora,Triphora trianthophoros,,Triphora trianthophoros,40.0,40,42.0,132,Irregular Flowers,Wildflowers - Alternate Leaves,Leaves Entire,Flowers growing singly or 2-4 in a cluster,,,Otherwise,https://www.inaturalist.org/taxa/778767,,0.0,0.0
Triphora trianthophora,ssp. trianthophoros,,Triphora trianthophoros,40.0,40,42.0,132,Irregular Flowers,Wildflowers - Alternate Leaves,Leaves Entire,Flowers growing singly or 2-4 in a cluster,,,Otherwise,https://www.inaturalist.org/taxa/778769,https://www.inaturalist.org/taxa/778769,0.0,0.0
Typha glauca,Typha × glauca,,Typha ×glauca,410.0,410,412.0,832,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Entire,Stem neither white-woolly nor jointed,,,"Larger leaves over 1' long, very narrow",https://www.inaturalist.org/taxa/181686,https://www.inaturalist.org/taxa/181686,1.0,0.0
Urtica procera,Urtica gracilis,ssp. gracilis,,438.0,438,440.0,843-844,Parts Indistinguishable,Wildflowers - Opposite or Whorled Leaves,Leaves Toothed or Lobed,,,,Flowers growing mostly in the axils,https://www.inaturalist.org/taxa/141854,https://www.inaturalist.org/taxa/1074432,0.0,0.0
Utricularia gibba,Utricularia gibba,,,16.0,16,18.0,111,Irregular Flowers,Wildflowers - No Apparent Leaves,No Apparent Leaves,Not aquatic,,,Plants with a single flower,,,0.0,0.0
Utricularia inflata,Utricularia inflata,,Utricularia inflata,16.0,16,18.0,111,Irregular Flowers,Wildflowers - No Apparent Leaves,No Apparent Leaves,Not aquatic,,,Plants with a single flower,https://www.inaturalist.org/taxa/170086,,0.0,0.0
Utricularia inflata,Utricularia radiata,,Utricularia radiata,16.0,16,18.0,111,Irregular Flowers,Wildflowers - No Apparent Leaves,No Apparent Leaves,Not aquatic,,,Plants with a single flower,https://www.inaturalist.org/taxa/170090,,0.0,0.0
Utricularia vulgaris,Utricularia macrorhiza,,Utricularia macrorhiza,16.0,16,18.0,111,Irregular Flowers,Wildflowers - No Apparent Leaves,No Apparent Leaves,Not aquatic,,,Plants with a single flower,https://www.inaturalist.org/taxa/79465,,0.0,0.0
Uvularia pudica,Uvularia puberula,,Uvularia puberula,340.0,340,344.0,632,6 Regular Parts,Wildflowers - Alternate Leaves,Leaves Entire,,,,"Nodding, bell-shaped flowers",https://www.inaturalist.org/taxa/170096,,0.0,0.0
Vaccinium atrococcum,Vaccinium fuscatum,,Vaccinium fuscatum,298.0,296,300.0,552,5 Regular Parts,Shrubs,Leaves Entire,Leaves not evergreen,Leaves alternate or clustered at the ends of the branches,,"Flowers bell- or globe-shaped, 1/8-1/2"" long",https://www.inaturalist.org/taxa/52739,,0.0,0.0
Vaccinium vacillans,Vaccinium pallidum,,Vaccinium pallidum,308.0,308,310.0,553,5 Regular Parts,Shrubs,Leaves Toothed or Lobed,Leaves alternate or clustered,Leaves unlobed,,Flowers bell- or funnel-shaped,https://www.inaturalist.org/taxa/84270,,0.0,0.0
Valerianella olitoria,Valerianella locusta,,Valerianella locusta,284.0,284,286.0,543,5 Regular Parts,Wildflowers - Opposite or Whorled Leaves,Leaves Toothed or Lobed,Flowers not yellow,Leaves toothed or shallowly lobed,,Flowers in heads or in 1 or more small clusters,https://www.inaturalist.org/taxa/55752,,0.0,0.0
Vernonia altissima,Vernonia gigantea,,Vernonia gigantea,210.0,210,212.0,533,5 Regular Parts,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Flowers not yellow,Leaves longer than wide,,Flowers in heads,https://www.inaturalist.org/taxa/127037,,0.0,0.0
Viburnum alnifolium,Viburnum lantanoides,,Viburnum lantanoides,302.0,302,304.0,553,5 Regular Parts,Shrubs,Leaves Toothed or Lobed,"Leaves opposite, obviously growing in pairs",,,White flowers in broad branching clusters,https://www.inaturalist.org/taxa/63166,,0.0,0.0
Viburnum rafinesquianum,Viburnum rafinesqueanum,,Viburnum rafinesqueanum,302.0,302,304.0,553,5 Regular Parts,Shrubs,Leaves Toothed or Lobed,"Leaves opposite, obviously growing in pairs",,,White flowers in broad branching clusters,https://www.inaturalist.org/taxa/142693,,0.0,0.0
Vicia angustifolia,Vicia sativa,,Vicia sativa,114.0,108,116.0,164,Irregular Flowers,Vines,Leaves Divided,Leaves without tendrils,,,Leaflets 5 or more,https://www.inaturalist.org/taxa/53324,,0.0,0.0
Vicia angustifolia,ssp. nigra,,Vicia sativa,114.0,108,116.0,164,Irregular Flowers,Vines,Leaves Divided,Leaves without tendrils,,,Leaflets 5 or more,https://www.inaturalist.org/taxa/710103,https://www.inaturalist.org/taxa/710103,0.0,0.0
Vicia sativa,ssp. sativa,,,114.0,108,116.0,164,Irregular Flowers,Vines,Leaves Divided,Leaves without tendrils,,,Leaflets 5 or more,https://www.inaturalist.org/taxa/53334,https://www.inaturalist.org/taxa/53334,0.0,0.0
Vicia villosa,Vicia villosa,ssp. villosa,,112.0,108,116.0,164,Irregular Flowers,Vines,Leaves Divided,Leaves without tendrils,,,Leaflets 5 or more,https://www.inaturalist.org/taxa/57317,,0.0,0.0
Vicia villosa,Vicia villosa,ssp. varia,,112.0,108,116.0,164,Irregular Flowers,Vines,Leaves Divided,Leaves without tendrils,,,Leaflets 5 or more,https://www.inaturalist.org/taxa/57316,https://www.inaturalist.org/taxa/57316,0.0,0.0
Viola sororia,Viola communis,,,30.0,30,34.0,123,Irregular Flowers,Wildflowers - Basal Leaves Only,Leaves Toothed or Lobed,,,,"Blue, violet or purple flowers",https://www.inaturalist.org/taxa/1391871,,0.0,0.0
Viola papilionacea,Viola sororia,,,30.0,30,34.0,123,Irregular Flowers,Wildflowers - Basal Leaves Only,Leaves Toothed or Lobed,,,,"Blue, violet or purple flowers",https://www.inaturalist.org/taxa/82816,,0.0,0.0
Viola conspersa,Viola labradorica,,Viola labradorica,56.0,54,58.0,133,Irregular Flowers,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,,,,"Flowers long-stalked, the stalks nearly as long as or longer than the flowers",https://www.inaturalist.org/taxa/133393,,0.0,0.0
Viola kitaibeliana,Viola rafinesquei,,Viola rafinesquei,56.0,54,58.0,133,Irregular Flowers,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,,,,"Flowers long-stalked, the stalks nearly as long as or longer than the flowers",https://www.inaturalist.org/taxa/1393273,,0.0,0.0
Viola pallens,Viola minuscula,,Viola minuscula,28.0,28,30.0,123,Irregular Flowers,Wildflowers - Basal Leaves Only,Leaves Toothed or Lobed,,,,White or yellow flowers,https://www.inaturalist.org/taxa/1392347,,0.0,0.0
Viola palmata,Viola baxteri,,,32.0,30,34.0,123,Irregular Flowers,Wildflowers - Basal Leaves Only,Leaves Toothed or Lobed,,,,"Blue, violet or purple flowers",https://www.inaturalist.org/taxa/1392232,,0.0,0.0
Viola palmata,Viola subsinuata,,,32.0,30,34.0,123,Irregular Flowers,Wildflowers - Basal Leaves Only,Leaves Toothed or Lobed,,,,"Blue, violet or purple flowers",https://www.inaturalist.org/taxa/204435,,0.0,0.0
Viola pensylvanica,Viola eriocarpa,,Viola eriocarpa,54.0,54,58.0,133,Irregular Flowers,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,,,,"Flowers long-stalked, the stalks nearly as long as or longer than the flowers",https://www.inaturalist.org/taxa/544286,,0.0,0.0
Viola triloba,Viola palmata,var.palmata,Viola palmata,32.0,30,34.0,123,Irregular Flowers,Wildflowers - Basal Leaves Only,Leaves Toothed or Lobed,,,,"Blue, violet or purple flowers",https://www.inaturalist.org/taxa/540959,,0.0,0.0
Xanthium echinatum,Xanthium orientale,,Xanthium orientale,416.0,416,418.0,833,Parts Indistinguishable,Wildflowers - Alternate Leaves,Leaves Toothed or Lobed,Flowers terminal,,,Yellow flowers,https://www.inaturalist.org/taxa/506262,,0.0,0.0
Xanthorrhiza simplicissima,Xanthorhiza simplicissima,,Xanthorhiza simplicissima,320.0,320,322.0,554,5 Regular Parts,Shrubs,Leaves Divided,"Flowers under 1/2"" wide",Leaflets 5 or more,,Stems not prickly,https://www.inaturalist.org/taxa/170344,,0.0,0.0
Xanthoxylum americanum,Zanthoxylum americanum,,Zanthoxylum americanum,170.0,170,172.0,464,4 Regular Parts,Vines,Leaves Divided,,,,Vines,https://www.inaturalist.org/taxa/54836,,0.0,0.0
Xyris caroliniana,Xyris jupicai,,Xyris jupicai,116.0,116,118.0,322,3 Regular Parts,Wildflowers - Basal Leaves Only,Leaves Entire,,,,"Yellow, blue or purple-brown flowers",https://www.inaturalist.org/taxa/170366,,0.0,0.0
